  0.0000000e+000  3.0000000e+002  0.0000000e+000
  1.3888889e+002  3.0000000e+002  0.0000000e+000
  2.7777778e+002  3.0000000e+002  0.0000000e+000
  4.1666667e+002  3.0000000e+002  0.0000000e+000
  5.5555556e+002  3.0000000e+002  0.0000000e+000
  6.9444444e+002  3.0000000e+002  0.0000000e+000
  8.3333333e+002  3.0000000e+002  0.0000000e+000
  9.7222222e+002  3.0000000e+002  0.0000000e+000
  1.1111111e+003  3.0000000e+002  0.0000000e+000
  1.2500000e+003  3.0000000e+002  0.0000000e+000
  1.3888889e+003  3.0000000e+002  0.0000000e+000
  1.5277778e+003  3.0000000e+002  0.0000000e+000
  1.6666667e+003  3.0000000e+002  0.0000000e+000
  1.8055556e+003  3.0000000e+002  0.0000000e+000
  1.9444444e+003  3.0000000e+002  0.0000000e+000
  2.0833333e+003  3.0000000e+002  0.0000000e+000
  2.2222222e+003  3.0000000e+002  0.0000000e+000
  2.3611111e+003  3.0000000e+002  0.0000000e+000
  2.5000000e+003  3.0000000e+002  0.0000000e+000
  2.6388889e+003  3.0000000e+002  0.0000000e+000
  2.7777778e+003  3.0000000e+002  0.0000000e+000
  2.9166667e+003  3.0000000e+002  0.0000000e+000
  3.0555556e+003  3.0000000e+002  0.0000000e+000
  3.1944444e+003  3.0000000e+002  0.0000000e+000
  3.3333333e+003  3.0000000e+002  0.0000000e+000
  3.4722222e+003  3.0000000e+002  0.0000000e+000
  3.6111111e+003  3.0000000e+002  0.0000000e+000
  3.7500000e+003  3.0000000e+002  0.0000000e+000
  3.8888889e+003  3.0000000e+002  0.0000000e+000
  4.0277778e+003  3.0000000e+002  0.0000000e+000
  4.1666667e+003  3.0000000e+002  0.0000000e+000
  4.3055556e+003  3.0000000e+002  0.0000000e+000
  4.4444444e+003  3.0000000e+002  0.0000000e+000
  4.5833333e+003  3.0000000e+002  0.0000000e+000
  4.7222222e+003  3.0000000e+002  0.0000000e+000
  4.8611111e+003  3.0000000e+002  0.0000000e+000
  5.0000000e+003  3.0000000e+002  0.0000000e+000
  5.1388889e+003  3.0000000e+002  0.0000000e+000
  5.2777778e+003  3.0000000e+002  0.0000000e+000
  5.4166667e+003  3.0000000e+002  0.0000000e+000
  5.5555556e+003  3.0000000e+002  0.0000000e+000
  5.6944444e+003  3.0000000e+002  0.0000000e+000
  5.8333333e+003  3.0000000e+002  0.0000000e+000
  5.9722222e+003  3.0000000e+002  0.0000000e+000
